PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,control_detected_samples,control_detection_rate,low_detected_samples,low_detection_rate,high_detected_samples,high_detection_rate
P60520,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,GBRL2_HUMAN,0.59835853968637,0.0072727272727272,13666.83,134,0.8758169934640523,161,0.8655913978494624,143,0.8125
P60660,MYL6,Myosin light polypeptide 6,MYL6_HUMAN,2.406738224015755,0.0058910162002945,16930.05,153,1.0,186,1.0,175,0.9943181818181818
P60709,ACTB,"Actin, cytoplasmic 1",ACTB_HUMAN,1.994797616405784,0.0016233766233766,41736.73,153,1.0,186,1.0,176,1.0
P60842,EIF4A1,Eukaryotic initiation factor 4A-I,IF4A1_HUMAN,1.602960135678227,0.0048740861088545,46153.93,149,0.9738562091503268,182,0.978494623655914,171,0.9715909090909091
P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,PRPS1_HUMAN,0.9054948529945652,0.0016233766233766,34834.23,153,1.0,185,0.9946236559139785,173,0.9829545454545454
P60900,PSMA6,Proteasome subunit alpha type-6,PSA6_HUMAN,0.8294134984034095,0.0016233766233766,27399.45,143,0.934640522875817,171,0.9193548387096774,157,0.8920454545454546
P60903,S100A10,Protein S100-A10,S10AA_HUMAN,0.6202417222262551,0.0072727272727272,11203.1,131,0.8562091503267973,154,0.8279569892473119,147,0.8352272727272727
P60953,CDC42,Cell division control protein 42 homolog,CDC42_HUMAN,0.9297043858441096,0.0016233766233766,21258.6,153,1.0,186,1.0,175,0.9943181818181818
P60981,DSTN,Destrin,DEST_HUMAN,1.353758878675527,0.0016233766233766,18505.72,102,0.6666666666666666,134,0.7204301075268817,115,0.6534090909090909
P60985,KRTDAP,Keratinocyte differentiation-associated protein,KTDAP_HUMAN,0.7246655779718415,0.0040983606557377,11049.77,153,1.0,186,1.0,176,1.0
P61006,RAB8A,Ras-related protein Rab-8A,RAB8A_HUMAN,1.218461212740491,0.0072727272727272,23668.2,147,0.9607843137254902,179,0.9623655913978495,165,0.9375
P61018,RAB4B,Ras-related protein Rab-4B,RAB4B_HUMAN,0.8137711231029934,0.0040983606557377,23586.72,92,0.6013071895424836,113,0.6075268817204301,99,0.5625
P61019,RAB2A,Ras-related protein Rab-2A,RAB2A_HUMAN,1.290041800224032,0.0016233766233766,23545.55,127,0.8300653594771242,163,0.8763440860215054,149,0.8465909090909091
P61020,RAB5B,Ras-related protein Rab-5B,RAB5B_HUMAN,0.7218944933449263,0.0016233766233766,23706.8,141,0.9215686274509803,172,0.9247311827956989,154,0.875
P61026,RAB10,Ras-related protein Rab-10,RAB10_HUMAN,1.26511511534347,0.0072727272727272,22540.93,153,1.0,186,1.0,176,1.0
P61088,UBE2N,Ubiquitin-conjugating enzyme E2 N,UBE2N_HUMAN,1.075992278430292,0.0016233766233766,17137.82,146,0.954248366013072,171,0.9193548387096774,159,0.9034090909090909
P61106,RAB14,Ras-related protein Rab-14,RAB14_HUMAN,1.497028453294677,0.0016233766233766,23896.94,149,0.9738562091503268,184,0.989247311827957,173,0.9829545454545454
P61158,ACTR3,Actin-related protein 3,ARP3_HUMAN,1.80789058844522,0.0072727272727272,47371.17,151,0.9869281045751634,181,0.9731182795698925,169,0.9602272727272727
P61160,ACTR2,Actin-related protein 2,ARP2_HUMAN,1.863785761556587,0.0040983606557377,44760.78,152,0.9934640522875817,184,0.989247311827957,170,0.9659090909090909
P61201,COPS2,COP9 signalosome complex subunit 2,CSN2_HUMAN,2.429696492533512,0.0030581039755351,51596.68,97,0.6339869281045751,123,0.6612903225806451,107,0.6079545454545454
P61224,RAP1B,Ras-related protein Rap-1b,RAP1B_HUMAN,1.700947483797497,0.0016233766233766,20824.78,153,1.0,186,1.0,176,1.0
P61225,RAP2B,Ras-related protein Rap-2b,RAP2B_HUMAN,0.7262042251333559,0.0040983606557377,20504.35,150,0.9803921568627451,180,0.967741935483871,169,0.9602272727272727
P61353,RPL27,Large ribosomal subunit protein eL27,RL27_HUMAN,0.9208910204614856,0.0073810825587752,15797.72,93,0.6078431372549019,112,0.6021505376344086,108,0.6136363636363636
P61421,ATP6V0D1,V-type proton ATPase subunit d 1,VA0D1_HUMAN,0.9599422444884798,0.0072727272727272,40329.09,106,0.6928104575163399,119,0.6397849462365591,115,0.6534090909090909
P61586,RHOA,Transforming protein RhoA,RHOA_HUMAN,0.8083217706501887,0.0072727272727272,21768.12,149,0.9738562091503268,185,0.9946236559139785,170,0.9659090909090909
P61604,HSPE1,"10 kDa heat shock protein, mitochondrial",CH10_HUMAN,1.530557918060695,0.0073810825587752,10931.69,131,0.8562091503267973,153,0.8225806451612904,138,0.7840909090909091
P61626,LYZ,Lysozyme C,LYSC_HUMAN,0.6524791396893884,0.0058910162002945,16537.01,153,1.0,186,1.0,176,1.0
P61769,B2M,Beta-2-microglobulin,B2MG_HUMAN,0.6332256746953043,0.0040983606557377,13714.56,153,1.0,186,1.0,176,1.0
P61952,GNG11,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11,GBG11_HUMAN,1.33764298552236,0.0073810825587752,8480.77,97,0.6339869281045751,136,0.7311827956989247,115,0.6534090909090909
P61960,UFM1,Ubiquitin-fold modifier 1,UFM1_HUMAN,0.8356984715684739,0.0073810825587752,9117.58,101,0.6601307189542484,115,0.6182795698924731,101,0.5738636363636364
P61970,NUTF2,Nuclear transport factor 2,NTF2_HUMAN,0.6848009605372212,0.0040983606557377,14478.48,87,0.5686274509803921,114,0.6129032258064516,95,0.5397727272727273
P61978,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,HNRPK_HUMAN,1.259665094110824,0.0016233766233766,50976.24,142,0.9281045751633987,177,0.9516129032258065,165,0.9375
P61981,YWHAG,14-3-3 protein gamma,1433G_HUMAN,1.86456336476618,0.0040983606557377,28302.59,141,0.9215686274509803,173,0.9301075268817204,155,0.8806818181818182
P62081,RPS7,Small ribosomal subunit protein eS7,RS7_HUMAN,1.510786649173631,0.0040983606557377,22126.85,131,0.8562091503267973,154,0.8279569892473119,138,0.7840909090909091
P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PP1A_HUMAN,1.278133146928802,0.0040983606557377,37512.07,131,0.8562091503267973,155,0.8333333333333334,143,0.8125
P62191,PSMC1,26S proteasome regulatory subunit 4,PRS4_HUMAN,5.102218126252256,0.0040983606557377,49184.51,135,0.8823529411764706,167,0.8978494623655914,146,0.8295454545454546
P62195,PSMC5,26S proteasome regulatory subunit 8,PRS8_HUMAN,1.030123821782879,0.0016233766233766,45626,144,0.9411764705882353,173,0.9301075268817204,159,0.9034090909090909
P62241,RPS8,Small ribosomal subunit protein eS8,RS8_HUMAN,6.441513999172044,0.0016233766233766,24205.18,118,0.7712418300653595,131,0.7043010752688172,98,0.5568181818181818
P62244,RPS15A,Small ribosomal subunit protein uS8,RS15A_HUMAN,1.996796588927447,0.0073810825587752,14839.5,83,0.5424836601307189,106,0.5698924731182796,92,0.5227272727272727
P62249,RPS16,Small ribosomal subunit protein uS9,RS16_HUMAN,0.96643143402576,0.0073810825587752,16445.31,104,0.6797385620915033,132,0.7096774193548387,116,0.6590909090909091
P62258,YWHAE,14-3-3 protein epsilon,1433E_HUMAN,1.402510983235872,0.0016233766233766,29173.89,152,0.9934640522875817,186,1.0,175,0.9943181818181818
P62277,RPS13,Small ribosomal subunit protein uS15,RS13_HUMAN,0.95168326866309,0.0073810825587752,17222.3,90,0.5882352941176471,104,0.5591397849462365,91,0.5170454545454546
P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,SMD3_HUMAN,0.9239751148906552,0.0072727272727272,13916.24,111,0.7254901960784313,113,0.6075268817204301,114,0.6477272727272727
P62328,TMSB4X,Thymosin beta-4,TYB4_HUMAN,1.237268865122128,0.0016233766233766,5052.65,153,1.0,183,0.9838709677419355,175,0.9943181818181818
P62330,ARF6,ADP-ribosylation factor 6,ARF6_HUMAN,0.775445515465117,0.0016233766233766,20082.15,133,0.869281045751634,170,0.9139784946236559,159,0.9034090909090909
P62333,PSMC6,26S proteasome regulatory subunit 10B,PRS10_HUMAN,1.04694938914657,0.0040983606557377,44172.98,133,0.869281045751634,163,0.8763440860215054,145,0.8238636363636364
P62424,RPL7A,Large ribosomal subunit protein eL8,RL7A_HUMAN,1.027461654129707,0.0072727272727272,29995.62,111,0.7254901960784313,132,0.7096774193548387,107,0.6079545454545454
P62495,ETF1,Eukaryotic peptide chain release factor subunit 1,ERF1_HUMAN,1.271535402138884,0.0040983606557377,49030.89,85,0.5555555555555556,98,0.5268817204301075,89,0.5056818181818182
P62701,RPS4X,"Small ribosomal subunit protein eS4, X isoform",RS4X_HUMAN,5.035256117497696,0.0072727272727272,29597.72,112,0.7320261437908496,137,0.7365591397849462,120,0.6818181818181818
P62736,ACTA2,"Actin, aortic smooth muscle",ACTA_HUMAN,1.884846137148327,0.0040983606557377,42008.95,153,1.0,186,1.0,176,1.0
P62805,H4C16,Histone H4,H4_HUMAN,1.273537069926574,0.0040983606557377,11367.34,153,1.0,186,1.0,176,1.0
P62820,RAB1A,Ras-related protein Rab-1A,RAB1A_HUMAN,1.142657614810305,0.0072727272727272,22677.75,125,0.8169934640522876,153,0.8225806451612904,135,0.7670454545454546
P62826,RAN,GTP-binding nuclear protein Ran,RAN_HUMAN,1.149080073898171,0.0016233766233766,24423.1,153,1.0,186,1.0,176,1.0
P62829,RPL23,Large ribosomal subunit protein uL14,RL23_HUMAN,1.099768213553414,0.0073810825587752,14865.44,88,0.5751633986928104,113,0.6075268817204301,100,0.5681818181818182
P62834,RAP1A,Ras-related protein Rap-1A,RAP1A_HUMAN,0.7431954060161187,0.0073810825587752,20987.18,138,0.9019607843137255,166,0.8924731182795699,156,0.8863636363636364
P62851,RPS25,Small ribosomal subunit protein eS25,RS25_HUMAN,1.369499331582396,0.0073810825587752,13742.13,104,0.6797385620915033,111,0.5967741935483871,106,0.6022727272727273
P62879,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GBB2_HUMAN,0.8845074202801481,0.006765899864682,37331.03,153,1.0,186,1.0,176,1.0
P62899,RPL31,Large ribosomal subunit protein eL31,RL31_HUMAN,1.370272291756613,0.0073810825587752,14462.86,85,0.5555555555555556,107,0.5752688172043011,89,0.5056818181818182
P62906,RPL10A,Large ribosomal subunit protein uL1,RL10A_HUMAN,0.9458865560427456,0.0072727272727272,24831.3,113,0.738562091503268,139,0.7473118279569892,129,0.7329545454545454
P62917,RPL8,Large ribosomal subunit protein uL2,RL8_HUMAN,3.552280573812945,0.0073810825587752,28024.65,89,0.5816993464052288,110,0.5913978494623656,113,0.6420454545454546
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,PPIA_HUMAN,1.504138326691934,0.0040983606557377,18012.49,153,1.0,186,1.0,176,1.0
P62942,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKB1A_HUMAN,1.710667353694407,0.0073810825587752,11950.7,148,0.9673202614379085,175,0.9408602150537635,164,0.9318181818181818
P62979,RPS27A,Ubiquitin-ribosomal protein eS31 fusion protein,RS27A_HUMAN,0.7959477300506625,0.006765899864682,17964.91,153,1.0,186,1.0,176,1.0
P62993,GRB2,Growth factor receptor-bound protein 2,GRB2_HUMAN,1.788764279512792,0.006765899864682,25206.35,117,0.7647058823529411,145,0.7795698924731183,129,0.7329545454545454
P63000,RAC1,Ras-related C3 botulinum toxin substrate 1,RAC1_HUMAN,0.5641715721066553,0.0072727272727272,21450.1,144,0.9411764705882353,178,0.956989247311828,162,0.9204545454545454
P63010,AP2B1,AP-2 complex subunit beta,AP2B1_HUMAN,1.360253439643137,0.0040983606557377,104552.56,141,0.9215686274509803,171,0.9193548387096774,150,0.8522727272727273
P63098,PPP3R1,Calcineurin subunit B type 1,CANB1_HUMAN,0.7800605304193613,0.0072727272727272,19299.9,105,0.6862745098039216,137,0.7365591397849462,115,0.6534090909090909
P63104,YWHAZ,14-3-3 protein zeta/delta,1433Z_HUMAN,1.960301300526964,0.0040983606557377,27745.1,153,1.0,186,1.0,176,1.0
P63208,SKP1,S-phase kinase-associated protein 1,SKP1_HUMAN,0.8212031679635358,0.0040983606557377,18658,121,0.7908496732026143,154,0.8279569892473119,133,0.7556818181818182
P63218,GNG5,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,GBG5_HUMAN,0.8552963199852196,0.0073810825587752,7318.47,137,0.8954248366013072,172,0.9247311827956989,152,0.8636363636363636
P63241,EIF5A,Eukaryotic translation initiation factor 5A-1,IF5A1_HUMAN,0.9170899430068316,0.0040983606557377,16832.25,153,1.0,186,1.0,176,1.0
P63244,RACK1,Small ribosomal subunit protein RACK1,RACK1_HUMAN,2.026105683773815,0.0072727272727272,35076.72,95,0.6209150326797386,125,0.6720430107526881,104,0.5909090909090909
P63313,TMSB10,Thymosin beta-10,TYB10_HUMAN,1.372854977309626,0.0073810825587752,5025.67,149,0.9738562091503268,174,0.9354838709677419,158,0.8977272727272727
P63316,TNNC1,"Troponin C, slow skeletal and cardiac muscles",TNNC1_HUMAN,2.915887354662274,0.0072727272727272,18402.51,106,0.6928104575163399,113,0.6075268817204301,121,0.6875
P67775,PPP2CA,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PP2AA_HUMAN,0.8282917445774354,0.0040983606557377,35594.19,140,0.9150326797385621,160,0.8602150537634409,146,0.8295454545454546
P67936,TPM4,Tropomyosin alpha-4 chain,TPM4_HUMAN,3.019047758434341,0.0040983606557377,28521.81,153,1.0,186,1.0,175,0.9943181818181818
P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,UB2L3_HUMAN,1.19859385668386,0.0040983606557377,17861.58,132,0.8627450980392157,160,0.8602150537634409,131,0.7443181818181818
P68104;Q5VTE0,EEF1A1;EEF1A1P5,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3,EF1A1_HUMAN;EF1A3_HUMAN,1.116815286990525,0.0040983606557377,50140.86;50185.02,153,1.0,186,1.0,176,1.0
P68363,TUBA1B,Tubulin alpha-1B chain,TBA1B_HUMAN,1.818567159570232,0.0040983606557377,50151.63,153,1.0,186,1.0,176,1.0
P68366,TUBA4A,Tubulin alpha-4A chain,TBA4A_HUMAN,2.078221814899955,0.0016233766233766,49924.4,153,1.0,186,1.0,175,0.9943181818181818
P68371,TUBB4B,Tubulin beta-4B chain,TBB4B_HUMAN,1.544666594014535,0.0016233766233766,49831,153,1.0,186,1.0,176,1.0
P68400;Q8NEV1,CSNK2A1;CSNK2A3,Casein kinase II subunit alpha;Casein kinase II subunit alpha 3,CSK21_HUMAN;CSK23_HUMAN,0.7541721925632143,0.0073810825587752,45143.57;45219.7,98,0.6405228758169934,119,0.6397849462365591,98,0.5568181818181818
P68402,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit alpha2,PA1B2_HUMAN,0.8213437800919381,0.0072727272727272,25569.27,144,0.9411764705882353,172,0.9247311827956989,159,0.9034090909090909
P68431,H3C12,Histone H3.1,H31_HUMAN,1.136097831592483,0.0016233766233766,15404.08,153,1.0,186,1.0,176,1.0
P68871,HBB,Hemoglobin subunit beta,HBB_HUMAN,1.192880943212509,0.006765899864682,15998.4,153,1.0,186,1.0,176,1.0
P69849;Q15155;Q5JPE7,NOMO3;NOMO1;NOMO2,BOS complex subunit NOMO3;BOS complex subunit NOMO1;BOS complex subunit NOMO2,NOMO3_HUMAN;NOMO1_HUMAN;NOMO2_HUMAN,0.6849906131217266,0.0073810825587752,134133.57;134323.94;139438.92,109,0.7124183006535948,144,0.7741935483870968,119,0.6761363636363636
P69891,HBG1,Hemoglobin subunit gamma-1,HBG1_HUMAN,1.262118708017271,0.0040983606557377,16128.41,153,1.0,186,1.0,176,1.0
P69892,HBG2,Hemoglobin subunit gamma-2,HBG2_HUMAN,2.179182030232157,0.0016233766233766,16126.44,142,0.9281045751633987,180,0.967741935483871,166,0.9431818181818182
P69905,HBA2,Hemoglobin subunit alpha,HBA_HUMAN,1.26192079997316,0.0016233766233766,15257.54,153,1.0,186,1.0,176,1.0
P78324;Q5TFQ8,SIRPA;SIRPB1,Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3,SHPS1_HUMAN;SIRBL_HUMAN,1.65612250044948,0.0040983606557377,54966.85;43359.26,129,0.8431372549019608,163,0.8763440860215054,151,0.8579545454545454
P78371,CCT2,T-complex protein 1 subunit beta,TCPB_HUMAN,1.276726061289626,0.0016233766233766,57488.21,150,0.9803921568627451,181,0.9731182795698925,166,0.9431818181818182
P78417,GSTO1,Glutathione S-transferase omega-1,GSTO1_HUMAN,1.733645699634552,0.0040983606557377,27565.85,153,1.0,186,1.0,173,0.9829545454545454
P78423,CX3CL1,Fractalkine,X3CL1_HUMAN,0.9361749374539766,0.0016233766233766,42202.65,153,1.0,185,0.9946236559139785,176,1.0
P78509,RELN,Reelin,RELN_HUMAN,0.694332671664534,0.0016233766233766,388387.55,153,1.0,186,1.0,176,1.0
P78527,PRKDC,DNA-dependent protein kinase catalytic subunit,PRKDC_HUMAN,0.98258764539607,0.0073810825587752,469088.82,118,0.7712418300653595,158,0.8494623655913979,143,0.8125
P78539,SRPX,Sushi repeat-containing protein SRPX,SRPX_HUMAN,0.5278290084267603,0.0016233766233766,51571.92,153,1.0,185,0.9946236559139785,176,1.0
P80108,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D,PHLD_HUMAN,0.5131877786566021,0.0016233766233766,92336.44,153,1.0,186,1.0,176,1.0
P80303,NUCB2,Nucleobindin-2,NUCB2_HUMAN,0.7550061117787726,0.0073810825587752,50222.72,130,0.8496732026143791,144,0.7741935483870968,130,0.7386363636363636
P80511,S100A12,Protein S100-A12,S10AC_HUMAN,2.154985808692529,0.0072727272727272,10575.04,140,0.9150326797385621,163,0.8763440860215054,155,0.8806818181818182
P80723,BASP1,Brain acid soluble protein 1,BASP1_HUMAN,0.824855255195472,0.0016233766233766,22693.41,151,0.9869281045751634,178,0.956989247311828,170,0.9659090909090909
P80748,IGLV3-21,Immunoglobulin lambda variable 3-21,LV321_HUMAN,1.480498700712723,0.0072727272727272,12445.73,142,0.9281045751633987,161,0.8655913978494624,152,0.8636363636363636
P81605,DCD,Dermcidin,DCD_HUMAN,0.7579389436430387,0.0073810825587752,11283.86,153,1.0,186,1.0,176,1.0
P84077,ARF1,ADP-ribosylation factor 1,ARF1_HUMAN,1.118883781452721,0.0016233766233766,20696.76,153,1.0,186,1.0,176,1.0
P84095,RHOG,Rho-related GTP-binding protein RhoG,RHOG_HUMAN,0.7587119308462855,0.0072727272727272,21308.5,153,1.0,180,0.967741935483871,164,0.9318181818181818
P84103,SRSF3,Serine/arginine-rich splicing factor 3,SRSF3_HUMAN,1.046817225500067,0.0016233766233766,19329.59,112,0.7320261437908496,122,0.6559139784946236,111,0.6306818181818182
P98066,TNFAIP6,Tumor necrosis factor-inducible gene 6 protein,TSG6_HUMAN,0.6721876107122396,0.0040983606557377,31203.33,108,0.7058823529411765,152,0.8172043010752689,126,0.7159090909090909
P98095,FBLN2,Fibulin-2,FBLN2_HUMAN,0.572101058692006,0.0016233766233766,126572.71,153,1.0,186,1.0,175,0.9943181818181818
P98160,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,PGBM_HUMAN,0.51612577349519,0.0016233766233766,468829.98,153,1.0,186,1.0,176,1.0
P98161,PKD1,Polycystin-1,PKD1_HUMAN,0.6136357692395105,0.0065597667638483,462529.27,136,0.8888888888888888,153,0.8225806451612904,147,0.8352272727272727
P98164,LRP2,Low-density lipoprotein receptor-related protein 2,LRP2_HUMAN,1.06176210797789,0.0073810825587752,521957.58,133,0.869281045751634,164,0.8817204301075269,137,0.7784090909090909
P98172,EFNB1,Ephrin-B1,EFNB1_HUMAN,0.9032375147552512,0.0073810825587752,38006.59,113,0.738562091503268,129,0.6935483870967742,113,0.6420454545454546
P99999,CYCS,Cytochrome c,CYC_HUMAN,1.763321508102467,0.0073810825587752,11748.72,87,0.5686274509803921,110,0.5913978494623656,91,0.5170454545454546
Q00013,MPP1,55 kDa erythrocyte membrane protein,EM55_HUMAN,0.9925967952770468,0.0016233766233766,52296.47,152,0.9934640522875817,182,0.978494623655914,171,0.9715909090909091
Q00610,CLTC,Clathrin heavy chain 1,CLH1_HUMAN,1.747593951648646,0.0030581039755351,191614.63,153,1.0,186,1.0,176,1.0
Q00688,FKBP3,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3_HUMAN,1.001986297670149,0.0016233766233766,25176.83,95,0.6209150326797386,126,0.6774193548387096,108,0.6136363636363636
Q00839,HNRNPU,Heterogeneous nuclear ribonucleoprotein U,HNRPU_HUMAN,1.015120009761354,0.0058910162002945,90584.43,144,0.9411764705882353,182,0.978494623655914,163,0.9261363636363636
Q01082,SPTBN1,"Spectrin beta chain, non-erythrocytic 1",SPTB2_HUMAN,1.358632922429088,0.0040983606557377,274609.22,147,0.9607843137254902,176,0.946236559139785,165,0.9375
Q01105,SET,Protein SET,SET_HUMAN,0.7988292008970761,0.0073810825587752,33488.88,96,0.6274509803921569,126,0.6774193548387096,103,0.5852272727272727
Q01130,SRSF2,Serine/arginine-rich splicing factor 2,SRSF2_HUMAN,0.7258235640444938,0.0073810825587752,25476.35,102,0.6666666666666666,116,0.6236559139784946,107,0.6079545454545454
Q01433,AMPD2,AMP deaminase 2,AMPD2_HUMAN,1.87535950161414,0.006765899864682,94890.12,83,0.5424836601307189,104,0.5591397849462365,89,0.5056818181818182
Q01469,FABP5,Fatty acid-binding protein 5,FABP5_HUMAN,0.8461284721898781,0.0040983606557377,15164.43,153,1.0,182,0.978494623655914,173,0.9829545454545454
Q01518,CAP1,Adenylyl cyclase-associated protein 1,CAP1_HUMAN,1.389712730297547,0.0040983606557377,51901.46,153,1.0,186,1.0,176,1.0
Q01546,KRT76,"Keratin, type II cytoskeletal 2 oral",K22O_HUMAN,1.31737964069211,0.0073810825587752,65840.73,126,0.8235294117647058,153,0.8225806451612904,143,0.8125
Q01813,PFKP,"ATP-dependent 6-phosphofructokinase, platelet type",PFKAP_HUMAN,1.933497088036383,0.0072727272727272,85596.06,114,0.7450980392156863,136,0.7311827956989247,125,0.7102272727272727
Q01844,EWSR1,RNA-binding protein EWS,EWS_HUMAN,0.621922602541055,0.0040983606557377,68478.24,93,0.6078431372549019,129,0.6935483870967742,100,0.5681818181818182
Q01973,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,ROR1_HUMAN,1.011532676261797,0.006765899864682,104282.61,119,0.7777777777777778,154,0.8279569892473119,144,0.8181818181818182
Q01995,TAGLN,Transgelin,TAGL_HUMAN,1.968422463204416,0.0072727272727272,22610.9,97,0.6339869281045751,118,0.6344086021505376,115,0.6534090909090909
Q02413,DSG1,Desmoglein-1,DSG1_HUMAN,1.195724021194058,0.0016233766233766,113747.59,153,1.0,185,0.9946236559139785,174,0.9886363636363636
Q02487,DSC2,Desmocollin-2,DSC2_HUMAN,0.6674847171162662,0.0040983606557377,99961.68,131,0.8562091503267973,173,0.9301075268817204,151,0.8579545454545454
Q02809,PLOD1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1_HUMAN,1.163056167849608,0.0072727272727272,83550.19,95,0.6209150326797386,117,0.6290322580645161,102,0.5795454545454546
Q02817,MUC2,Mucin-2,MUC2_HUMAN,0.9967107915563737,0.0016233766233766,550849.99,134,0.8758169934640523,170,0.9139784946236559,146,0.8295454545454546
Q02818,NUCB1,Nucleobindin-1,NUCB1_HUMAN,0.6313128767981361,0.0040983606557377,53879.3,153,1.0,186,1.0,176,1.0
Q02878,RPL6,Large ribosomal subunit protein eL6,RL6_HUMAN,1.535004439276396,0.0073810825587752,32727.92,101,0.6601307189542484,134,0.7204301075268817,113,0.6420454545454546
Q02952,AKAP12,A-kinase anchor protein 12,AKA12_HUMAN,0.5605599502178841,0.0016233766233766,191481.78,153,1.0,186,1.0,176,1.0
Q02985,CFHR3,Complement factor H-related protein 3,FHR3_HUMAN,0.898148489486524,0.0072727272727272,37323.25,151,0.9869281045751634,184,0.989247311827957,175,0.9943181818181818
Q03167,TGFBR3,Transforming growth factor beta receptor type 3,TGBR3_HUMAN,0.6680215057524921,0.0016233766233766,93499.36,150,0.9803921568627451,184,0.989247311827957,170,0.9659090909090909
Q04637,EIF4G1,Eukaryotic translation initiation factor 4 gamma 1,IF4G1_HUMAN,0.9382236813252972,0.0073810825587752,175491.02,122,0.7973856209150327,152,0.8172043010752689,136,0.7727272727272727
Q04695,KRT17,"Keratin, type I cytoskeletal 17",K1C17_HUMAN,1.782629179461243,0.0040983606557377,48105.66,152,0.9934640522875817,181,0.9731182795698925,169,0.9602272727272727
Q04721,NOTCH2,Neurogenic locus notch homolog protein 2,NOTC2_HUMAN,0.5937755007362852,0.0016233766233766,265404.78,121,0.7908496732026143,162,0.8709677419354839,140,0.7954545454545454
Q04756,HGFAC,Hepatocyte growth factor activator serine protease,HGFA_HUMAN,0.6579364331079207,0.0016233766233766,70681.83,153,1.0,186,1.0,176,1.0
Q04760,GLO1,Lactoylglutathione lyase,LGUL_HUMAN,0.9230891974068572,0.0055467511885895,20777.71,141,0.9215686274509803,168,0.9032258064516129,160,0.9090909090909091
Q04917,YWHAH,14-3-3 protein eta,1433F_HUMAN,2.114159022475936,0.0055467511885895,28218.72,145,0.9477124183006536,176,0.946236559139785,160,0.9090909090909091
Q04941,PLP2,Proteolipid protein 2,PLP2_HUMAN,1.266909862240265,0.0073810825587752,16690.73,108,0.7058823529411765,136,0.7311827956989247,118,0.6704545454545454
Q05315,CLC,Galectin-10,LEG10_HUMAN,1.21518242519667,0.0073810825587752,16452.85,110,0.7189542483660131,127,0.6827956989247311,125,0.7102272727272727
Q05682,CALD1,Caldesmon,CALD1_HUMAN,2.445218736340989,0.0058910162002945,93231.08,134,0.8758169934640523,168,0.9032258064516129,153,0.8693181818181818
Q05707,COL14A1,Collagen alpha-1(XIV) chain,COEA1_HUMAN,0.6350689654900213,0.0016233766233766,193515.47,152,0.9934640522875817,185,0.9946236559139785,175,0.9943181818181818
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3_HUMAN,0.4739812309741577,0.0016233766233766,99849.23,153,1.0,186,1.0,176,1.0
Q06187,BTK,Tyrosine-protein kinase BTK,BTK_HUMAN,1.955269160730516,0.006765899864682,76281.24,80,0.5228758169934641,105,0.5645161290322581,108,0.6136363636363636
Q06323,PSME1,Proteasome activator complex subunit 1,PSME1_HUMAN,0.8654442342303847,0.0016233766233766,28723.09,153,1.0,186,1.0,175,0.9943181818181818
Q06481,APLP2,Amyloid beta precursor like protein 2,APLP2_HUMAN,1.528307727061218,0.0016233766233766,86955.77,152,0.9934640522875817,186,1.0,176,1.0
Q06828,FMOD,Fibromodulin,FMOD_HUMAN,0.4575899079897627,0.0040983606557377,43178.79,153,1.0,186,1.0,176,1.0
Q06830,PRDX1,Peroxiredoxin-1,PRDX1_HUMAN,0.9999320200471734,0.0016233766233766,22110.35,153,1.0,186,1.0,176,1.0
Q07020,RPL18,Large ribosomal subunit protein eL18,RL18_HUMAN,1.53925212174679,0.0016233766233766,21634.48,112,0.7320261437908496,147,0.7903225806451613,125,0.7102272727272727
Q07065,CKAP4,Cytoskeleton-associated protein 4,CKAP4_HUMAN,0.7668695778384477,0.0073810825587752,66022.46,100,0.6535947712418301,125,0.6720430107526881,109,0.6193181818181818
Q07075,ENPEP,Glutamyl aminopeptidase,AMPE_HUMAN,0.495804155977427,0.0073810825587752,109244.43,87,0.5686274509803921,122,0.6559139784946236,116,0.6590909090909091
